frame,relative_angle
175,26.50313949584961
176,28.375782012939453
177,38.58640670776367
178,37.52897262573242
179,14.29183578491211
180,13.28232192993164
181,33.20931625366211
182,33.40102767944336
183,32.043399810791016
184,12.683399200439453
185,26.030719757080078
186,11.695980072021484
187,23.823436737060547
188,23.971240997314453
189,27.207660675048828
190,5.375240325927734
191,33.15275955200195
192,65.88593673706055
193,336.19297218322754
194,7.6202545166015625
195,12.310169219970703
196,1.0370826721191406
197,13.220745086669922
198,316.5768003463745
199,31.03750991821289
200,28.571910858154297
201,347.5894241333008
202,110.05928421020508
203,45.50675582885742
204,113.90185928344727
205,354.1217346191406
206,350.4922752380371
207,3.0858535766601562
208,5.919284820556641
209,12.938823699951172
210,7.811248779296875
211,30.860034942626953
212,30.382099151611328
213,31.230220794677734
214,1.7893028259277344
215,31.616230010986328
216,11.450237274169922
217,14.19216537475586
218,355.35445404052734
219,37.77078628540039
220,37.51655197143555
221,27.851177215576172
222,1.0677642822265625
223,14.375232696533203
224,18.649852752685547
225,21.76694107055664
226,29.440814971923828
227,33.175960540771484
228,52.38893508911133
229,38.423030853271484
230,40.38286209106445
231,38.57583236694336
232,43.60946273803711
233,37.71091079711914
234,11.612232208251953
235,352.83440017700195
236,350.99633407592773
237,348.8786849975586
238,340.7574157714844
239,348.0602684020996
240,31.148967742919922
241,24.94943618774414
242,26.119701385498047
243,27.511722564697266
244,12.328250885009766
245,10.54861831665039
246,22.404155731201172
247,3.4705810546875
248,14.591907501220703
249,312.2823996543884
250,40.83754348754883
251,120.40675735473633
252,23.257076263427734
253,7.080562591552734
254,23.721599578857422
255,35.8682975769043
256,34.95431900024414
257,24.790294647216797
258,13.138957977294922
259,28.826221466064453
260,23.79787826538086
261,37.31178665161133
262,25.26511001586914
263,27.426013946533203
264,42.53776168823242
265,34.06917953491211
266,30.051250457763672
267,29.952503204345703
268,32.88632583618164
269,37.70004653930664
270,35.47750473022461
271,24.239788055419922
272,23.484722137451172
273,31.505863189697266
274,39.381473541259766
275,28.692272186279297
276,28.174236297607422
277,27.394512176513672
278,24.762554168701172
279,32.91189193725586
280,32.61098861694336
281,28.86355209350586
282,30.953861236572266
283,21.915569305419922
284,34.79848098754883
285,30.677127838134766
286,25.852230072021484
287,24.950870513916016
288,43.112239837646484
289,26.066936492919922
290,36.063594818115234
291,6.40704345703125
292,13.683002471923828
293,13.38333511352539
294,6.234565734863281
295,23.899784088134766
296,34.18532943725586
297,31.668315887451172
298,35.9368782043457
299,42.208194732666016
300,5.018276214599609
301,17.271045684814453
302,1.0860824584960938
303,10.717769622802734
304,46.13686752319336
305,42.200870513916016
306,22.110416412353516
307,35.40975570678711
308,25.797870635986328
309,28.12105941772461
310,32.911006927490234
311,21.932071685791016
312,36.47250747680664
313,35.467899322509766
314,41.24820327758789
315,48.57626724243164
316,39.4331169128418
317,33.9553108215332
318,35.27833938598633
319,36.65926742553711
320,44.682315826416016
321,9.993762969970703
322,40.46072006225586
323,16.977642059326172
324,32.338497161865234
325,37.040225982666016
326,22.592365264892578
327,9.51431655883789
328,0.1039886474609375
329,41.32583999633789
330,36.37028121948242
331,36.50959396362305
332,51.191715240478516
333,26.203601837158203
334,354.2713851928711
335,46.18577194213867
336,29.633541107177734
337,42.848575592041016
338,311.4900588989258
339,34.507938385009766
340,46.92070388793945
341,38.43130874633789
342,28.742053985595703
343,22.402233123779297
344,35.45206069946289
345,30.97739028930664
346,33.72121810913086
347,39.800846099853516
348,29.512866973876953
349,356.73060607910156
350,37.664852142333984
351,37.448299407958984
352,32.57136917114258
353,36.83156967163086
354,35.312862396240234
355,6.787071228027344
356,11.76388931274414
357,9.56814956665039
358,57.29549789428711
359,327.71360969543457
360,22.968822479248047
361,31.56052017211914
362,36.06777572631836
363,35.70200729370117
364,19.622089385986328
365,39.82663345336914
366,14.105716705322266
367,38.33877944946289
368,56.011661529541016
369,2.0530471801757812
370,29.96646499633789
371,33.75980758666992
372,40.43821334838867
373,44.56242752075195
374,29.324665069580078
375,30.840625762939453
376,57.95759963989258
377,78.67822647094727
378,66.80813217163086
379,29.852352142333984
380,30.78878402709961
381,37.8719596862793
382,32.70272445678711
383,65.1182746887207
384,94.26741409301758
385,59.79372024536133
386,41.83584976196289
387,30.228679656982422
388,35.6219596862793
389,14.753520965576172
390,10.697338104248047
391,37.504276275634766
392,39.27251052856445
393,37.15607833862305
394,354.25436782836914
395,15.910236358642578
396,11.125499725341797
397,28.99783706665039
398,53.54936599731445
399,6.013694763183594
400,28.197803497314453
401,43.92409896850586
402,21.246654510498047
403,11.106182098388672
404,73.08269119262695
405,12.915790557861328
406,42.35847854614258
407,25.57645034790039
408,26.420413970947266
409,36.03574752807617
410,34.732364654541016
411,43.04265213012695
412,3.621978759765625
413,35.70436477661133
414,40.43500900268555
415,34.85944747924805
